"backend","model","k","condition","rep","secs","U","S","C","IL1","k_viol","n_refine","early_stop","error"
"gpt41","gpt-4.1",3,"batch5",18,11.7849999999999,0.0143480973175296,0.00733000623830318,0.0357142857142857,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",5,"batch5",18,13.924,0.0217872738615097,0.0117903930131004,0.0535714285714286,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",10,"batch5",18,28.0049999999997,0.0094718236639634,0.0284154709918902,0,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",3,"loop",18,11.2949999999996,0.0202173008941568,0.0070804741110418,0.0535714285714286,0,0,1,TRUE,FALSE
"gpt41","gpt-4.1",5,"loop",18,13.6150000000002,0.0274173424828447,0.0108234560199626,0.0714285714285714,0,0,1,TRUE,FALSE
"gpt41","gpt-4.1",10,"loop",18,18.9119999999998,0.0245546544673182,0.026044915782907,0.0476190476190476,0,0,1,TRUE,FALSE
"gpt41","gpt-4.1",3,"batch3",19,6.9079999999999,0.0202173008941568,0.0070804741110418,0.0535714285714286,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",5,"batch3",19,11.6640000000002,0.0111509669369931,0.0155957579538366,0.0178571428571429,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",10,"batch3",19,14.9270000000001,0.0201809107922645,0.0248284466625078,0.0357142857142857,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",3,"batch5",19,11.1460000000002,0.0202173008941568,0.0070804741110418,0.0535714285714286,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",5,"batch5",19,15.4920000000002,0.0217872738615097,0.0117903930131004,0.0535714285714286,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",10,"batch5",19,20.8879999999999,0.025415886878769,0.0226762320648784,0.0535714285714286,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",3,"loop",19,11.3059999999996,0.0148679559159909,0.00888958203368684,0.0357142857142857,0,0,1,TRUE,FALSE
"gpt41","gpt-4.1",5,"loop",19,13.1409999999996,0.0216833021418174,0.0114784778540237,0.0535714285714286,0,0,1,TRUE,FALSE
"gpt41","gpt-4.1",10,"loop",19,18.1799999999998,0.0206591807028488,0.0262632563942608,0.0357142857142857,0,0,1,TRUE,FALSE
"gpt41","gpt-4.1",3,"batch3",20,6.11400000000003,0.0202173008941568,0.0070804741110418,0.0535714285714286,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",5,"batch3",20,9.01600000000008,0.0217872738615097,0.0117903930131004,0.0535714285714286,0,0,0,FALSE,FALSE
